,INSIGHT : CUSTOMER PROMOTION DATASET BASED ON LAST PURCHASE,,,,,,,,,,,,,,,,,
13643,7,349,1637.33,233.90,0.02,0.1,171.24,C,-18.19,1,22-11-2010 15:19,JUMBO BAG PINK POLKADOT,18,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13647,4,108,1393.56,348.39,0.04,0.1,470.97,B,475.41,1,02-08-2010 10:31,VINTAGE CREAM 3 BASKET CAKE STAND,130,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13648,8,337,1764.02,220.50,0.02,0.1,191.06,C,-1.50,1,04-11-2010 14:46,TEA FOR ONE POLKADOT,36,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13649,5,160,1332.28,266.46,0.03,0.1,303.93,B,248.82,1,08-12-2010 14:46,ABSTRACT CIRCLES SKETCHBOOK ,2,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13650,4,308,1451.66,362.92,0.01,0.1,172.03,C,142.27,1,30-11-2010 13:55,BALLOON PUMP WITH 10 BALLOONS,10,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13652,3,283,1475.77,491.92,0.01,0.1,190.34,C,322.71,1,06-12-2010 09:21,RED  HARMONICA IN BOX ,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13654,5,357,3600.67,720.13,0.01,0.1,368.14,B,769.36,1,24-11-2010 16:41,FELTCRAFT CUSHION RABBIT,16,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13655,4,216,1347.54,336.89,0.02,0.1,227.71,C,197.35,1,30-11-2010 08:24,COFFEE MUG CAT + BIRD DESIGN,10,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13656,2,95,699.20,349.60,0.02,0.1,268.64,C,282.68,1,28-07-2010 10:48,PLACE SETTING WHITE HEART,135,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13658,4,289,3386.33,846.58,0.01,0.1,427.69,B,968.97,1,21-11-2010 16:10,PINK  HEART SHAPE LOVE BUCKET ,19,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13659,10,244,3321.68,332.17,0.04,0.1,496.89,B,466.16,1,19-10-2010 14:09,LUNCH BAG  BLACK SKULL.,52,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13662,8,272,1352.35,169.04,0.03,0.1,181.47,C,-13.51,1,19-11-2010 10:58,YELLOW COAT RACK PARIS FASHION,21,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13663,4,266,1858.04,464.51,0.02,0.1,254.96,C,351.75,1,24-11-2010 13:55,UNION JACK FLAG LUGGAGE TAG,16,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13665,3,117,1711.66,570.55,0.03,0.1,533.98,B,686.21,1,18-11-2010 13:06,PLACE SETTING WHITE HEART,22,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13666,2,315,43.25,21.63,0.01,0.1,5.01,D,-467.17,0.99,15-10-2010 15:46,MIRRORED WALL ART SNOWFLAKES,56,D,Low,1,WINBACK,Reactivate: 20% comeback code
13668,14,344,6726.35,480.45,0.04,0.1,713.70,A,807.50,1,21-11-2010 11:52,GLITTER SNOW PEAR TREE DECORATION,19,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13676,2,80,243.90,121.95,0.03,0.1,111.28,D,-9.57,0,18-06-2010 17:30,GREY ACRYLIC FACETED BANGLE,175,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
13677,2,115,556.19,278.10,0.02,0.1,176.53,C,123.77,1,31-10-2010 11:32,BAKING SET SPACEBOY DESIGN,40,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13679,3,241,281.26,93.75,0.01,0.1,42.60,D,-274.93,1,03-08-2010 12:13,RED HANGING HEART T-LIGHT HOLDER,129,D,Low,1,WINBACK,Reactivate: 20% comeback code
13680,8,263,7713.25,964.16,0.03,0.1,1070.47,A,1588.41,1,25-08-2010 13:05,CHOCOLATE THIS WAY METAL SIGN,107,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13684,3,230,529.75,176.58,0.01,0.1,84.07,D,-131.90,1,14-11-2010 11:34, 4 PURPLE FLOCK DINNER CANDLES,26,D,Low,1,WINBACK,Reactivate: 20% comeback code
13686,2,21,337.04,168.52,0.10,0.1,585.81,A,917.18,0,24-11-2010 14:44,POCKET BAG BLUE PAISLEY RED SPOT,16,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13692,2,11,1626.08,813.04,0.18,0.1,5395.63,A,2925.72,0,27-10-2010 09:57,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,44,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13693,9,358,2011.82,223.54,0.03,0.1,205.12,C,8.24,1,30-11-2010 18:21,NATURAL SLATE HEART CHALKBOARD ,10,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13694,94,361,131443.19,1398.33,0.26,0.1,13289.96,A,12802.93,1,01-12-2010 12:12,NAMASTE SWAGAT INCENSE,9,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13696,3,244,2020.40,673.47,0.01,0.1,302.23,B,646.15,1,14-10-2010 09:44,IVORY KITCHEN SCALES,57,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13698,2,85,465.53,232.77,0.02,0.1,199.90,C,138.88,0,22-04-2010 11:52,PLASTERS IN TIN STRONGMAN,232,C,Medium,0,CROSS_SELL,Add complementary product recommendation
13700,3,253,348.34,116.11,0.01,0.1,50.25,D,-250.60,1,18-10-2010 11:38,CHARLOTTE BAG SUKI DESIGN,53,D,Low,1,WINBACK,Reactivate: 20% comeback code
13705,5,250,1323.47,264.69,0.02,0.1,193.23,C,79.79,1,01-12-2010 10:29,STAR DECORATION PAINTED ZINC ,9,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13707,3,106,2559.45,853.15,0.03,0.1,881.32,A,1172.19,0.99,06-10-2010 10:05,COLOURING PENCILS BROWN TUBE,65,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13709,5,251,1263.70,252.74,0.02,0.1,183.77,C,57.51,1,19-09-2010 15:17,NATURAL SLATE HEART CHALKBOARD ,82,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13710,2,188,329.04,164.52,0.01,0.1,63.88,D,-154.51,1,12-10-2010 10:22,CHARLIE + LOLA BISCUITS TINS,59,D,Low,1,WINBACK,Reactivate: 20% comeback code
13711,7,317,1540.20,220.03,0.02,0.1,177.34,C,-9.26,1,29-10-2010 15:05,CREAM SLICE FLANNEL CHOCOLATE SPOT ,42,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13713,3,174,743.26,247.75,0.02,0.1,155.91,D,51.47,1,27-10-2010 16:18,S/4 PINK FLOWER CANDLES IN BOWL,44,D,Low,1,WINBACK,Reactivate: 20% comeback code
13715,13,265,7403.95,569.53,0.05,0.1,1019.79,A,1133.51,1,02-12-2010 08:52,PEACE SMALL WOOD LETTERS,8,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13717,2,28,318.29,159.15,0.07,0.1,414.91,B,617.38,0,08-09-2010 16:17,LAVENDER SCENTED FABRIC HEART,93,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
13719,6,177,1773.57,295.60,0.03,0.1,365.74,B,325.69,1,11-11-2010 12:40,FRENCH KITCHEN SIGN BLUE METAL,29,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13722,7,225,3260.00,465.71,0.03,0.1,528.84,B,601.54,1,15-10-2010 10:18,NOVELTY BISCUITS CAKE STAND 3 TIER,56,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13723,5,219,1009.35,201.87,0.02,0.1,168.23,C,14.31,1,12-11-2010 16:59,CHINESE DRAGON PAPER LANTERNS,28,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13727,6,118,746.57,124.43,0.05,0.1,230.93,C,234.24,1,07-04-2010 12:14,POLYESTER FILLER PAD 65CMx65CM,247,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13728,10,342,1839.03,183.90,0.03,0.1,196.27,C,-28.21,1,17-11-2010 13:50,NEWSPAPER STAND,23,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13729,3,248,724.73,241.58,0.01,0.1,106.66,D,-46.00,1,30-09-2010 10:44,GUMBALL COAT RACK,71,D,Low,1,WINBACK,Reactivate: 20% comeback code
13733,2,324,487.03,243.52,0.01,0.1,54.87,D,-136.66,1,25-10-2010 12:18,BEADED PEARL HEART WHITE ON STICK,46,D,Low,1,WINBACK,Reactivate: 20% comeback code
13734,4,94,6701.64,1675.41,0.04,0.1,2602.23,A,2767.69,0.95,19-07-2010 12:04,FOOD/DRINK SPUNGE STICKERS,144,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13735,9,350,6927.98,769.78,0.03,0.1,722.49,A,1151.91,1,28-11-2010 13:43,ALARM CLOCK BAKELIKE RED ,12,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13736,5,307,2034.31,406.86,0.02,0.1,241.86,C,264.71,1,10-10-2010 11:41,RED RETROSPOT OVEN GLOVE DOUBLE,61,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13740,4,322,1247.02,311.76,0.01,0.1,141.35,D,44.90,1,20-10-2010 13:30,CERAMIC STRAWBERRY CAKE MONEY BANK,51,D,Low,1,WINBACK,Reactivate: 20% comeback code
13747,2,51,169.80,84.90,0.04,0.1,121.52,D,113.76,0.01,01-12-2010 10:37,RETROSPOT LAMP,9,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
13748,5,364,1320.10,264.02,0.01,0.1,132.37,D,-36.61,1,01-12-2010 09:00,PAPER CHAIN KIT 50'S CHRISTMAS ,9,D,Low,1,WINBACK,Reactivate: 20% comeback code
13750,6,236,1954.92,325.82,0.03,0.1,302.35,B,259.29,1,24-11-2010 11:07,BLACK RECORD COVER FRAME,16,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13753,3,138,1353.31,451.10,0.02,0.1,357.94,B,441.92,1,20-04-2010 14:08,PACK OF 6 BIRDY GIFT TAGS,234,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13756,10,356,4017.98,401.80,0.03,0.1,411.96,B,422.96,1,07-12-2010 11:41,HAND WARMER BIRD DESIGN,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13758,10,372,6226.43,622.64,0.03,0.1,610.93,A,879.09,1,08-12-2010 15:39,CERAMIC HEART FAIRY CAKE MONEY BANK,2,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13760,3,189,1076.85,358.95,0.02,0.1,207.96,C,207.06,1,31-10-2010 15:18,CHRISTMAS TOILET ROLL,40,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13761,4,154,881.52,220.38,0.03,0.1,208.93,C,113.10,1,25-07-2010 12:50,SKULL DESIGN TV DINNER TRAY,138,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13762,4,105,2165.76,541.44,0.04,0.1,752.86,A,812.26,1,25-04-2010 15:51,HANGING METAL HEART LANTERN,229,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13763,2,17,3502.48,1751.24,0.12,0.1,7520.03,A,3580.49,0.01,18-10-2010 13:25,NOVELTY BISCUITS CAKE STAND 3 TIER,53,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13764,3,73,1431.50,477.17,0.04,0.1,715.75,A,736.86,0,19-05-2010 15:47,MONEY BOX HOUSEKEEPING DESIGN,205,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13767,39,369,18320.17,469.75,0.11,0.1,1812.16,A,1902.87,1,05-12-2010 13:29,ALARM CLOCK BAKELIKE RED ,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13768,2,4,875.97,437.99,0.50,0.1,7993.23,A,6143.99,0,13-12-2009 10:41,FELTCRAFT DOLL MOLLY,362,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13769,11,356,3003.91,273.08,0.03,0.1,307.99,B,177.33,1,07-12-2010 13:28,RED HANGING HEART T-LIGHT HOLDER,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13770,4,308,785.37,196.34,0.01,0.1,93.07,D,-136.60,1,13-10-2010 15:10,HAND WARMER UNION JACK,58,D,Low,1,WINBACK,Reactivate: 20% comeback code
13771,5,119,3094.37,618.87,0.04,0.1,949.11,A,1009.83,0.99,24-06-2010 13:42,PAPER CHAIN KIT EMPIRE,169,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13772,5,253,1982.09,396.42,0.02,0.1,285.95,C,307.02,1,04-11-2010 13:14,BLUE POLKADOT BOWL,36,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13773,2,263,301.54,150.77,0.01,0.1,41.85,D,-238.20,1,08-11-2010 11:49,CREAM WALL PLANTER HEART SHAPED,32,D,Low,1,WINBACK,Reactivate: 20% comeback code
13777,37,371,30501.26,824.36,0.10,0.1,3000.80,A,3336.65,1,08-12-2010 15:35,FELTCRAFT BUTTERFLY HEARTS,2,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13778,3,74,945.79,315.26,0.04,0.1,466.50,B,471.85,0,05-08-2010 14:52,HAND OVER THE CHOCOLATE   SIGN ,127,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
13781,2,128,650.99,325.50,0.02,0.1,185.63,C,169.86,1,26-04-2010 14:30,AIRLINE BAG VINTAGE JET SET WHITE,228,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13782,7,279,881.72,125.96,0.03,0.1,115.35,D,-140.08,1,12-09-2010 10:40,METAL SIGN TAKE IT OR LEAVE IT ,89,D,Low,1,WINBACK,Reactivate: 20% comeback code
13783,4,185,1542.09,385.52,0.02,0.1,304.25,B,326.75,1,09-08-2010 09:23,INLAID WOOD INCENSE HOLDER,123,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13784,3,15,447.44,149.15,0.20,0.1,1088.77,A,2124.26,0,01-10-2010 08:19,WOODEN FRAME ANTIQUE WHITE ,70,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13785,4,31,542.49,135.62,0.13,0.1,638.74,A,1240.60,0,07-10-2010 09:25,HEART OF WICKER SMALL,64,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13786,6,368,3128.54,521.42,0.02,0.1,310.30,B,462.59,1,07-12-2010 13:53,POLYESTER FILLER PAD 40x40cm,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13787,4,236,913.46,228.37,0.02,0.1,141.28,D,-10.15,1,07-09-2010 11:55,WOODEN FRAME ANTIQUE WHITE ,94,D,Low,1,WINBACK,Reactivate: 20% comeback code
13795,4,249,836.30,209.08,0.02,0.1,122.59,D,-57.61,1,16-11-2010 17:25,ENAMEL BREAD BIN CREAM,24,D,Low,1,WINBACK,Reactivate: 20% comeback code
13797,3,210,1179.45,393.15,0.01,0.1,205.00,C,235.19,1,29-09-2010 10:34,COOKING SET RETROSPOT,72,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13798,54,359,38683.02,716.35,0.15,0.1,3932.95,A,4056.75,1,02-12-2010 17:24,WHITE HANGING HEART T-LIGHT HOLDER,8,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13799,7,199,2114.71,302.10,0.04,0.1,387.87,B,345.80,1,21-09-2010 12:02,ASSORTED CREEPY CRAWLIES,80,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13800,2,306,1121.24,560.62,0.01,0.1,133.74,D,354.03,1,05-10-2010 14:19,WOODEN BOX OF DOMINOES,66,D,Low,1,WINBACK,Reactivate: 20% comeback code
13802,16,287,21659.69,1353.73,0.06,0.1,2754.63,A,3341.30,1,30-11-2010 12:28,RED RETROSPOT STORAGE JAR,10,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13803,2,187,1061.84,530.92,0.01,0.1,207.26,C,401.07,1,04-10-2010 10:52,ZINC WILLIE WINKIE  CANDLE STICK,67,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13804,2,1,572.73,286.37,2.00,0.1,20904.65,A,23751.63,0,30-09-2010 16:20,SET OF 6 CAKE CHOPSTICKS,71,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13807,3,368,422.20,140.73,0.01,0.1,41.88,D,-296.52,1,07-12-2010 15:48,WHITE METAL LANTERN,3,D,Low,1,WINBACK,Reactivate: 20% comeback code
13809,2,65,524.65,262.33,0.03,0.1,294.61,B,276.85,0,10-11-2010 09:35,UNION STRIPE WITH FRINGE  HAMMOCK,30,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
13813,4,205,1398.61,349.65,0.02,0.1,249.02,C,234.47,1,30-06-2010 08:50,SET/20 RED SPOTTY PAPER NAPKINS ,163,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13815,4,259,3448.38,862.10,0.02,0.1,485.97,B,1024.72,1,29-10-2010 11:42,WOODLAND CHARLOTTE BAG,42,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13819,3,68,1502.00,500.67,0.04,0.1,806.22,A,812.03,0,08-02-2010 15:30,RED SPOTTY CHARLOTTE BAG,305,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13820,3,262,660.65,220.22,0.01,0.1,92.04,D,-92.73,1,17-10-2010 13:46,WOODEN TREE CHRISTMAS SCANDINAVIAN,54,D,Low,1,WINBACK,Reactivate: 20% comeback code
13821,4,310,1025.09,256.27,0.01,0.1,120.70,D,-37.98,1,11-11-2010 13:24,FRENCH BATHROOM SIGN BLUE METAL,29,D,Low,1,WINBACK,Reactivate: 20% comeback code
13823,5,343,2445.79,489.16,0.01,0.1,260.27,C,375.91,1,24-11-2010 13:32,METAL SIGN NEIGHBOURHOOD WITCH ,16,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13824,7,258,1615.82,230.83,0.03,0.1,228.59,C,92.57,1,25-11-2010 17:33,PINK OWL SOFT TOY,15,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13825,2,108,255.59,127.80,0.02,0.1,86.38,D,-87.80,1,28-03-2010 11:02,BABY MOUSE RED GINGHAM DRESS,257,D,Low,1,WINBACK,Reactivate: 20% comeback code
13831,13,359,4820.59,370.81,0.04,0.1,490.12,B,470.77,1,05-12-2010 12:13,WHITE HANGING HEART T-LIGHT HOLDER,5,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13834,2,92,324.19,162.10,0.02,0.1,128.62,D,8.13,0.98,12-05-2010 10:27,CIRCLE OF FRIENDS CANDLE HOLDER,212,D,Low,1,WINBACK,Reactivate: 20% comeback code
13835,3,126,260.70,86.90,0.02,0.1,75.52,D,-109.65,1,08-07-2010 11:50,RED RETROSPOT PICNIC BAG,155,D,Low,1,WINBACK,Reactivate: 20% comeback code
13836,2,15,620.37,310.19,0.13,0.1,1509.57,A,1586.71,0,05-11-2010 13:31,LARGE RED BABUSHKA NOTEBOOK ,35,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13838,7,209,1274.36,182.05,0.03,0.1,222.56,C,92.29,1,05-12-2010 10:45,BLUE  DIAMANTE PEN IN GIFT BOX,5,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13842,10,294,2244.29,224.43,0.03,0.1,278.63,C,133.09,1,08-12-2010 10:39,MEMO BOARD COTTAGE DESIGN,2,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13848,6,363,2080.00,346.67,0.02,0.1,209.15,C,146.39,1,08-12-2010 15:10,SMALL CHINESE STYLE SCISSOR,2,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13849,3,227,1931.35,643.78,0.01,0.1,310.55,B,615.86,1,07-11-2010 12:13,HEART T-LIGHT HOLDER ,33,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13851,5,299,1955.00,391.00,0.02,0.1,238.65,C,244.92,1,25-11-2010 11:34,HAND WARMER BIRD DESIGN,15,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13854,15,334,4144.44,276.30,0.04,0.1,452.91,B,354.09,1,09-12-2010 10:48,REGENCY CAKESTAND 3 TIER,1,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13855,4,230,1310.34,327.59,0.02,0.1,207.95,C,163.37,1,27-07-2010 09:53,FELTCRAFT 6 FLOWER FRIENDS,136,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13856,8,156,753.53,94.19,0.05,0.1,176.31,C,138.63,1,02-09-2010 18:24,MOROCCAN TEA GLASS,99,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13857,6,177,1001.01,166.84,0.03,0.1,206.42,C,89.43,1,11-11-2010 12:54,REX CASH+CARRY JUMBO SHOPPER,29,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13861,2,101,273.26,136.63,0.02,0.1,98.75,D,-56.66,1,06-10-2010 14:20,BLUE POLKADOT KIDS BAG,65,D,Low,1,WINBACK,Reactivate: 20% comeback code
13863,3,127,933.77,311.26,0.02,0.1,268.37,C,245.35,1,31-08-2010 12:57,COFFEE MUG CAT + BIRD DESIGN,101,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13869,6,309,5006.62,834.44,0.02,0.1,591.40,A,1095.04,1,23-11-2010 13:36,PHOTO FRAME CORNICE,17,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13870,7,282,2941.14,420.16,0.02,0.1,380.68,B,419.15,1,17-11-2010 15:47,6 RIBBONS RUSTIC CHARM,23,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13871,4,290,1482.60,370.65,0.01,0.1,186.60,C,171.24,1,07-10-2010 12:56,HEART OF WICKER LARGE,64,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13872,3,198,919.57,306.52,0.02,0.1,169.52,C,111.71,1,30-06-2010 15:35,WASHROOM METAL SIGN,163,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13873,5,262,649.32,129.86,0.02,0.1,90.46,D,-171.95,1,21-11-2010 11:47,SMALL REGAL  SILVER CANDLEPOT ,19,D,Low,1,WINBACK,Reactivate: 20% comeback code
13874,6,168,1508.70,251.45,0.04,0.1,327.78,B,269.50,1,23-07-2010 12:59,ENCHANTED BIRD COATHANGER 5 HOOK,140,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13875,9,335,3027.58,336.40,0.03,0.1,329.87,B,271.28,1,17-11-2010 13:12,CREAM HEART CARD HOLDER,23,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13877,2,219,332.44,166.22,0.01,0.1,55.41,D,-180.92,1,26-08-2010 17:19,CANDY SPOT HEART DECORATION,106,D,Low,1,WINBACK,Reactivate: 20% comeback code
13878,3,56,1191.53,397.18,0.05,0.1,776.62,A,763.79,0,10-06-2010 10:15,KIDS RAIN MAC BLUE,183,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
13880,5,194,1171.89,234.38,0.03,0.1,220.48,C,115.26,1,07-12-2010 14:00,T-LIGHT GLASS FLUTED ANTIQUE,3,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13881,23,270,28019.58,1218.24,0.09,0.1,3787.83,A,3861.18,0.99,29-11-2010 16:24,AREA PATROLLED METAL SIGN,11,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13883,10,327,3885.54,388.55,0.03,0.1,433.71,B,434.39,1,01-11-2010 14:45,PACK OF 20 NAPKINS PANTRY DESIGN,39,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13884,5,93,1100.88,220.18,0.05,0.1,432.07,B,459.27,0.99,28-11-2010 11:45,HEART FILIGREE DOVE  SMALL,12,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13888,5,170,1563.42,312.68,0.03,0.1,335.68,B,304.50,1,31-10-2010 11:09,CREAM HEART CARD HOLDER,40,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13889,5,303,1574.33,314.87,0.02,0.1,189.65,C,107.28,1,22-11-2010 13:25,HAND WARMER BIRD DESIGN,18,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13890,4,358,1043.57,260.89,0.01,0.1,106.40,D,-67.97,1,30-11-2010 12:46,FELTCRAFT PRINCESS LOLA DOLL,10,D,Low,1,WINBACK,Reactivate: 20% comeback code
13891,3,203,863.56,287.85,0.01,0.1,155.27,D,75.73,1,26-11-2010 15:57,VINTAGE UNION JACK SHOPPING BAG,14,D,Low,1,WINBACK,Reactivate: 20% comeback code
13892,2,97,634.68,317.34,0.02,0.1,238.82,C,227.98,1,19-08-2010 09:07,BLUE FLOCK GLASS CANDLEHOLDER,113,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13895,2,220,1415.45,707.73,0.01,0.1,234.84,C,637.79,1,12-07-2010 10:46,HANGING METAL HEART LANTERN,151,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13897,2,238,849.56,424.78,0.01,0.1,130.29,D,194.95,1,27-09-2010 13:36,GINGHAM ROSE WRAP,74,D,Low,1,WINBACK,Reactivate: 20% comeback code
13900,3,235,869.64,289.88,0.01,0.1,135.07,D,43.59,1,15-11-2010 14:48,POTTING SHED TEA MUG,25,D,Low,1,WINBACK,Reactivate: 20% comeback code
13901,10,329,2809.14,280.91,0.03,0.1,311.65,B,199.36,1,30-11-2010 15:21,SET/3 ROSE CANDLE IN JEWELLED BOX,10,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13902,5,92,34095.26,6819.05,0.05,0.1,13526.92,A,12044.62,0.94,17-03-2010 13:09,RETRO SISTERS EXPRESSO CUPS,268,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
13909,2,98,286.60,143.30,0.02,0.1,106.74,D,-38.29,1,12-10-2010 17:22,SET OF 20 VINTAGE CHRISTMAS NAPKINS,59,D,Low,1,WINBACK,Reactivate: 20% comeback code
13911,11,268,1654.08,150.37,0.04,0.1,225.28,C,54.95,1,25-11-2010 16:16,STAR WOODEN CHRISTMAS DECORATION,15,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13916,4,211,1275.81,318.95,0.02,0.1,220.70,C,174.33,1,02-09-2010 10:04,CHRISTMAS GINGHAM TREE,99,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
13919,2,116,975.87,487.94,0.02,0.1,307.06,B,439.22,1,11-10-2010 11:53,PLASTERS IN TIN WOODLAND ANIMALS,60,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13920,4,130,1774.68,443.67,0.03,0.1,498.28,B,552.53,1,04-10-2010 12:37,SWISS CHALET TREE DECORATION ,67,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
13921,4,319,730.70,182.68,0.01,0.1,83.61,D,-168.74,1,02-11-2010 16:32,CHEST OF DRAWERS GINGHAM HEART ,38,D,Low,1,WINBACK,Reactivate: 20% comeback code
13922,2,30,692.95,346.48,0.07,0.1,843.09,A,843.56,0,28-09-2010 17:26,RETROSPOT TEA SET CERAMIC 11 PC ,73,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
